Accession	Cell	TF	ES	pval.adj	condition	control	treatment
ENCSR000DKN.CTCF.H54	H54	CTCF	0.49328999999999995	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DKP.CTCF.GM10248	GM10248	CTCF	0.51949	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DKR.CTCF.GM10266	GM10266	CTCF	0.50854	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DKU.MYC.GM12878	GM12878	MYC	0.49535	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DKV.CTCF.GM12878	GM12878	CTCF	0.49366000000000004	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DKX.CTCF.GM12891	GM12891	CTCF	0.47516	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DKY.CTCF.GM12892	GM12892	CTCF	0.47466	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DKZ.CTCF.GM13976	GM13976	CTCF	0.52264	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DLB.CTCF.GM13977	GM13977	CTCF	0.5008	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DLD.CTCF.GM19238	GM19238	CTCF	0.47923000000000004	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DLE.CTCF.GM19239	GM19239	CTCF	0.47681	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DLF.CTCF.GM19240	GM19240	CTCF	0.47648	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DLG.CTCF.GM20000	GM20000	CTCF	0.51443	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DLI.MYC.ESC_H1	ESC H1	MYC	0.36533000000000004	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DLK.CTCF.ESC_H1	ESC H1	CTCF	0.50627	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DLN.MYC.HELA_S3	HELA S3	MYC	0.5383899999999999	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DLO.CTCF.HELA_S3	HELA S3	CTCF	0.49077	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DLR.MYC.HEPG2	HEPG2	MYC	0.48077	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DLS.CTCF.HEPG2	HEPG2	CTCF	0.49785	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DLU.MYC.ENDOTHELIAL_UMBILICAL_VEIN	HUVEC	MYC	0.49455	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DLW.CTCF.ENDOTHELIAL_UMBILICAL_VEIN	HUVEC	CTCF	0.495	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DLZ.MYC.K562	K562	MYC	0.50951	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DMA.CTCF.K562	K562	CTCF	0.48786999999999997	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DMC.CTCF.KIDNEY	KIDNEY	CTCF	0.50752	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DME.CTCF.LNCAP	LNCAP	CTCF	0.49566000000000004	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DMF.CTCF.LNCAP	LNCAP	CTCF	0.50272	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DMH.CTCF.LUNG	LUNG	CTCF	0.50539	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DMJ.MYC.MCF7	MCF7	MYC	0.48926000000000003	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DML.CTCF.MCF7	MCF7	CTCF	0.49483	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DMM.MYC.MCF7	MCF7	MYC	0.48615	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DMO.CTCF.MCF7	MCF7	CTCF	0.48953	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DMP.MYC.MCF7	MCF7	MYC	0.48425	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DMQ.MYC.MCF7	MCF7	MYC	0.48771000000000003	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DMR.CTCF.MCF7	MCF7	CTCF	0.49265	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DMS.CTCF.MCF7	MCF7	CTCF	0.49733	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DMV.CTCF.MCF7	MCF7	CTCF	0.49173	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DMY.CTCF.MEDULLOBLASTOMA	MEDULLOBLASTOMA	CTCF	0.48904	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DNA.CTCF.A549	A549	CTCF	0.50005	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DNC.CTCF.KERATINOCYTE	KERATINOCYTE	CTCF	0.49654	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DND.CTCF.PANCREAS	PANCREAS	CTCF	0.49672	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DNI.CTCF.SPLEEN	SPLEEN	CTCF	0.49675	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DNM.NFYB.GM12878	GM12878	NFYB	0.5260199999999999	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DNN.NFYA.GM12878	GM12878	NFYA	0.49931000000000003	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DNQ.ZZZ3.GM12878	GM12878	ZZZ3	-0.4158	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DNR.NFYB.HELA_S3	HELA S3	NFYB	0.53557	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DNS.NFYA.HELA_S3	HELA S3	NFYA	0.52918	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DNT.ZZZ3.HELA_S3	HELA S3	ZZZ3	0.35563	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DNW.BRF1.HELA_S3	HELA S3	BRF1	0.45316999999999996	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DNX.BDP1.HELA_S3	HELA S3	BDP1	0.61426	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DNY.GTF3C2.HELA_S3	HELA S3	GTF3C2	0.6026199999999999	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DNZ.ATF1.K562	K562	ATF1	0.52546	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DOA.CCNT2.K562	K562	CCNT2	0.50951	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DOB.HMGN3.K562	K562	HMGN3	0.50769	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DOD.GTF3C2.K562	K562	GTF3C2	0.55285	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DOE.GTF2B.K562	K562	GTF2B	0.64213	0.0	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DOG.ATF3.K562	K562	ATF3	0.42489	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DOH.SIRT6.K562	K562	SIRT6	0.5386	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DOJ.BRF1.K562	K562	BRF1	0.5421	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DOK.BDP1.K562	K562	BDP1	0.41465	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DOM.MYC.MCF10A	MCF10A	MYC	0.50253	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DON.FOS.MCF10A	MCF10A	FOS	0.49194	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DOO.FOS.MCF10A	MCF10A	FOS	0.48452	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DOP.FOS.MCF10A	MCF10A	FOS	0.49746999999999997	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DOQ.STAT3.MCF10A	MCF10A	STAT3	0.48362	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DOR.E2F4.MCF10A	MCF10A	E2F4	0.49831000000000003	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DOS.MYC.MCF10A	MCF10A	MYC	0.48676	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DOT.FOS.MCF10A	MCF10A	FOS	0.49133000000000004	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DOZ.STAT3.MCF10A	MCF10A	STAT3	0.49305	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DPB.STAT3.MCF10A	MCF10A	STAT3	0.48049	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DPF.CTCF.A549	A549	CTCF	0.48862	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DPG.CTCF.FIBROBLAST_SKIN_LEG	FIBROBLAST SKIN LEG	CTCF	0.49918999999999997	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DPM.CTCF.FIBROBLAST_LUNG	FIBROBLAST LUNG	CTCF	0.50026	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DPP.CTCF.FIBROBLAST_PEDAL_DIGIT_SKIN	FIBROBLAST PEDAL DIGIT SKIN	CTCF	0.50789	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DPS.CTCF.FIBROBLAST_GINGIVA	FIBROBLAST GINGIVA	CTCF	0.49891	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DPV.CTCF.FIBROBLAST_SKIN_ABDOMEN	FIBROBLAST SKIN ABDOMEN	CTCF	0.5039600000000001	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DPY.CTCF.FIBROBLAST_AORTIC_ADVENTITIA	FIBROBLAST AORTIC ADVENTITIA	CTCF	0.4989	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DQD.CTCF.BE2C	BE2C	CTCF	0.50183	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DQI.CTCF.BJ	BJ	CTCF	0.50152	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DQN.CTCF.CACO2	CACO2	CTCF	0.49909	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DQW.CTCF.GM06990	GM06990	CTCF	0.50032	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DQY.CTCF.GM12801	GM12801	CTCF	0.5103	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DRB.CTCF.GM12864	GM12864	CTCF	0.50225	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DRE.CTCF.GM12865	GM12865	CTCF	0.50151	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DRF.CTCF.GM12866	GM12866	CTCF	0.49385	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DRH.CTCF.GM12867	GM12867	CTCF	0.50108	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DRI.CTCF.GM12868	GM12868	CTCF	0.49781000000000003	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DRJ.CTCF.GM12869	GM12869	CTCF	0.48999	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DRK.CTCF.GM12870	GM12870	CTCF	0.49948000000000004	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DRN.CTCF.GM12872	GM12872	CTCF	0.50065	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DRP.CTCF.GM12873	GM12873	CTCF	0.49905	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DRR.CTCF.GM12874	GM12874	CTCF	0.50197	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DRU.CTCF.GM12875	GM12875	CTCF	0.49777	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DRZ.CTCF.GM12878	GM12878	CTCF	0.50373	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DSU.CTCF.ASTROCYTE_SPINAL_CORD	ASTROCYTE SPINAL CORD	CTCF	0.49838000000000005	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DSZ.CTCF.ASTROCYTE_CEREBELLUM	ASTROCYTE CEREBELLUM	CTCF	0.50403	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DTA.CTCF.ENDOTHELIAL_BRAIN_MICROVASCULAR	ENDOTHELIAL BRAIN MICROVASCULAR	CTCF	0.49265	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DTF.CTCF.FIBROBLAST_CARDIAC	FIBROBLAST CARDIAC	CTCF	0.48854	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DTI.CTCF.MUSCLE_CARDIAC	MUSCLE CARDIAC	CTCF	0.49491	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DTL.CTCF.EPITHELIAL_CHOROID_PLEXUS	EPITHELIAL CHOROID PLEXUS	CTCF	0.49258	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DTO.CTCF.HCT166	HCT166	CTCF	0.49208999999999997	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DTR.CTCF.EPITHELIAL_ESOPHAGUS	EPITHELIAL ESOPHAGUS	CTCF	0.4939	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DTW.CTCF.HEK293	HEK293	CTCF	0.49582	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DUB.CTCF.HELA_S3	HELA S3	CTCF	0.49125	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DUG.CTCF.HEPG2	HEPG2	CTCF	0.49231	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DUH.CTCF.FIBROBLAST_FORESKIN	FIBROBLAST FORESKIN	CTCF	0.50422	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DUM.CTCF.HFF	HFF	CTCF	0.5002	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DUP.CTCF.HL60	HL60	CTCF	0.50408	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DUS.CTCF.EPITHELIAL_MAMMARY	EPITHELIAL MAMMARY	CTCF	0.49053	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DUU.CTCF.FIBROBLAST_MAMMARY	FIBROBLAST MAMMARY	CTCF	0.49783	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DUX.CTCF.FIBROBLAST_PULMONARY_ARTERY	FIBROBLAST PULMONARY ARTERY	CTCF	0.49695	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DVA.CTCF.FIBROBLAST_LUNG	FIBROBLAST LUNG	CTCF	0.49996	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DVH.CTCF.EPITHELIAL_KIDNEY	EPITHELIAL KIDNEY	CTCF	0.49123	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DVI.CTCF.EPITHELIAL_RETINAL_PIGMENT	EPITHELIAL RETINAL PIGMENT	CTCF	0.49932	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DVP.CTCF.ENDOTHELIAL_UMBILICAL_VEIN	HUVEC	CTCF	0.49553	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DVQ.CTCF.FIBROBLAST_VILLOUS_MESENCHYME	FIBROBLAST VILLOUS MESENCHYME	CTCF	0.49606999999999996	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DWE.CTCF.K562	K562	CTCF	0.49496	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DWH.CTCF.MCF7	MCF7	CTCF	0.4952	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DWN.CTCF.NB4	NB4	CTCF	0.5020399999999999	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DWQ.CTCF.FIBROBLAST_FORESKIN	FIBROBLAST FORESKIN	CTCF	0.49822	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DWX.CTCF.KERATINOCYTE	KERATINOCYTE	CTCF	0.48968999999999996	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DWY.CTCF.FIBROBLAST_LUNG	FIBROBLAST LUNG	CTCF	0.51002	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DXD.CTCF.EPITHELIAL_PROXIMAL_TUBULE	EPITHELIAL PROXIMAL TUBULE	CTCF	0.48802	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DXI.CTCF.EPITHELIAL_BRONCHIAL	EPITHELIAL BRONCHIAL	CTCF	0.49048	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DXQ.CTCF.SKNSH	SKNSH	CTCF	0.49559	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DXW.CTCF.WERIRB1	WERIRB1	CTCF	0.49656999999999996	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DYB.CTCF.WI38	WI38	CTCF	0.51089	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DYC.MYC.A549	A549	MYC	0.49946999999999997	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DYD.CTCF.A549	A549	CTCF	0.49223	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DYE.RAD21.A549	A549	RAD21	0.5148	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DYG.MAX.A549	A549	MAX	0.49737	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DYI.CEBPB.A549	A549	CEBPB	0.48026	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DYJ.BHLHE40.A549	A549	BHLHE40	0.52465	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DYM.RELA.GM10847	GM10847	RELA	0.5374899999999999	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DYP.ZNF384.GM12878	GM12878	ZNF384	0.53241	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DYQ.ESRRA.GM12878	GM12878	ESRRA	0.44283999999999996	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DYR.CUX1.GM12878	GM12878	CUX1	0.51468	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DYS.JUND.GM12878	GM12878	JUND	0.53567	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DYT.SREBF2.GM12878	GM12878	SREBF2	0.39771999999999996	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DYU.SREBF1.GM12878	GM12878	SREBF1	0.47257	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DYV.MAFK.GM12878	GM12878	MAFK	0.5878800000000001	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DYX.SIN3A.GM12878	GM12878	SIN3A	0.44458000000000003	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DYY.E2F4.GM12878	GM12878	E2F4	0.47936000000000006	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DYZ.TBL1XR1.GM12878	GM12878	TBL1XR1	0.60421	0.618333333333333	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DZA.MAZ.GM12878	GM12878	MAZ	0.5251899999999999	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DZB.ELK1.GM12878	GM12878	ELK1	0.48283000000000004	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DZC.RCOR1.GM12878	GM12878	RCOR1	0.40645	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DZD.EP300.GM12878	GM12878	EP300	0.57707	0.9814814814814821	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DZE.CHD1.GM12878	GM12878	CHD1	0.5515800000000001	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DZF.MAX.GM12878	GM12878	MAX	0.45348	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DZG.EP300.GM12878	GM12878	EP300	0.53392	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DZI.MXI1.GM12878	GM12878	MXI1	0.49399	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DZJ.BHLHE40.GM12878	GM12878	BHLHE40	0.5307	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DZL.ZNF143.GM12878	GM12878	ZNF143	0.50779	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DZN.CTCF.GM12878	GM12878	CTCF	0.49499	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DZO.NRF1.GM12878	GM12878	NRF1	0.44428999999999996	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DZP.SMC3.GM12878	GM12878	SMC3	0.5022300000000001	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DZQ.EBF1.GM12878	GM12878	EBF1	0.52578	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DZR.CHD2.GM12878	GM12878	CHD2	0.52287	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DZS.BRCA1.GM12878	GM12878	BRCA1	0.38604	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DZU.USF2.GM12878	GM12878	USF2	0.48808	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DZV.STAT3.GM12878	GM12878	STAT3	-0.39747	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DZW.RFX5.GM12878	GM12878	RFX5	0.49063999999999997	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DZX.IRF3.GM12878	GM12878	IRF3	0.35009	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DZY.NFE2.GM12878	GM12878	NFE2	0.40549	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000DZZ.TBP.GM12878	GM12878	TBP	0.55684	0.9814814814814821	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000EAA.WRNIP1.GM12878	GM12878	WRNIP1	0.50046	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000EAC.RAD21.GM12878	GM12878	RAD21	0.50366	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000EAG.RELA.GM12878	GM12878	RELA	0.48236999999999997	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000EAI.RELA.GM12891	GM12891	RELA	0.5149600000000001	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000EAN.RELA.GM12892	GM12892	RELA	0.53382	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000EAQ.RELA.GM15510	GM15510	RELA	0.52263	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000EAW.RELA.GM18505	GM18505	RELA	0.51671	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
ENCSR000EBA.RELA.GM18526	GM18526	RELA	0.50542	0.996	treatment_120_vs_0.enrichment	DMSO_0minHS	DMSO_120minHS
